STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Min,TEMPERATURE in degree Centigrade] - Max,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Min,D.O. (mg/l) [> 4 mg/l] - Max,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Min,pH [6.5-8.5] - Max,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Min,CONDUCTIVITY (µmhos/cm)] - Max,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Min,B.O.D. (mg/l) [< 3 mg/l] - Max,B.O.D. (mg/l) [< 3 mg/l] - Mean,NITRATE- N+ NITRITE-N (mg/l)] - Min,NITRATE- N+ NITRITE-N (mg/l)] - Max,NITRATE- N+ NITRITE-N (mg/l)] - Mean,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Min,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Max,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Mean,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Min,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Max,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Mean
2841,HIRANMEI PUKHURI AT THOUBAL,MANIPUR,28,33,29.4,3.8,11.35,7.91,7,7.9,7.34,174,271,237.2,2.23,5.68,4.19,NA,NA,NA,NA,NA,NA,10,45,26
2842,LANGMEIDONG PUKHURI AT THOUBAL,MANIPUR,28,32,30.2,4.9,9.7,7.78,7.2,8,7.58,115,212,167.6,1.82,2.63,2.15,NA,NA,NA,NA,NA,NA,10,35,20
2843,"POND AT LALAMBUNG, IMPHAL WEST",MANIPUR,27,32,29.2,5.6,10.8,8.14,6.9,8.4,7.58,218,513.2,415.48,3.54,8,5.14,NA,NA,NA,NA,NA,NA,20,65,38
2844,LILONG PUKHURI AT IMPHAL WEST,MANIPUR,29,30,29.4,4.5,12.77,8.49,6.9,8.7,7.68,280,504,342.2,2.6,12.77,8.45,NA,NA,NA,NA,NA,NA,15,90,63
2845,"POND AT NGAIRANGBAM, IMPHAL WEST",MANIPUR,29,30,29.6,8,10.7,9.24,7.4,7.9,7.62,64.5,125,103.1,0.2,3.4,2.11,NA,NA,NA,NA,NA,NA,15,30,19
2846,"POND AT MOIDANGPOK, IMPHAL WEST",MANIPUR,29,30,29.6,8.2,10.3,9.44,7.4,8.2,7.7,66.3,125.2,99.14,0.4,4.42,2.17,NA,NA,NA,NA,NA,NA,15,50,26
2847,"POND AT MAIBAM LOKPACHING, IMPHAL WEST",MANIPUR,28,30,28.8,6.48,10.6,8.53,6.8,8.6,7.44,73.6,157,119.12,0.66,2.63,1.56,NA,NA,NA,NA,NA,NA,10,55,28
2848,"POND AT KAKWA BAZAR, IMPHAL WEST",MANIPUR,27,30,28.4,0.6,9.13,5.77,6.7,8.1,7.3,305,522,436,7,12,9.56,NA,NA,NA,NA,NA,NA,45,110,76
2849,"CHANAM PUKHURI, IMPHAL WEST",MANIPUR,27,30,28.2,5.3,10.14,7.07,7,8.2,7.54,297,500,443.84,1.8,15.4,8.88,NA,NA,NA,NA,NA,NA,15,40,31
2850,"NINGTHEM PUKHURI, IMPHAL EAST",MANIPUR,24,31,28.8,8.3,10.1,8.78,7.2,7.8,7.42,182,335,279.6,2.84,8,6.3,NA,NA,NA,NA,NA,NA,30,50,42
2851,"POND AT KONGBA BAZAR, IMPHAL EAST",MANIPUR,28,31,30,0,10.2,6.06,6.8,8.2,7.56,301,475.1,423.82,6.4,26.76,16.19,NA,NA,NA,NA,NA,NA,15,65,47
1347,UMIAM LAKE AT BARAPANI,MEGHALAYA,17,28,22.25,5.4,8.1,6.87,6.9,7.4,7.13,105,275,142.5,5.8,10.8,7.84,0.46,12.04,4.75,1300,3800,2550,2600,4800,3816.67
3346,UMIAM LAKE AT OUTFALL OF UMIAM RIVER,MEGHALAYA,13.5,29,21.13,4.6,6.6,5.68,7,7.3,7.13,125,265,170.83,6.5,10.2,8.94,0.43,18.8,6.33,2100,4400,3200,3300,5500,4441.67
3347,UMIAM LAKE MIDDLE POINT,MEGHALAYA,17,27,21.58,6,8.5,6.98,7,7.3,7.17,80,122,100.83,5.8,9.4,7.44,0.4,10.4,3.25,1100,4200,2083.33,2300,5000,3458.33
3348,UMIAM LAKE NEAR UNITED CHRISTIAN COLLEGE,MEGHALAYA,16,28,21.88,6.4,8.2,7.13,7,7.6,7.29,70,115,90.75,5.5,8.8,7.17,0.47,8.77,2.95,1000,2300,1816.67,2000,3600,2858.33
1348,"WARD LAKE AT SHILONG EAST,KHASI HILL DT.",MEGHALAYA,14,25,19.25,5,10.6,7.53,6.7,7.7,7.19,136,295,171.67,5.3,10,7.11,0.57,10.75,5.59,1400,3400,2375,2700,4400,3633.33
1459,THADLASKEIN LAKE,MEGHALAYA,15,26,20.75,6.2,8.2,7.17,6.7,7.3,7.05,30,70,43.92,1.2,2.5,1.91,0.32,2.2,1.42,14,49,28.5,29,79,56.92
3349,TASEK LAKE AT SONGSAK,MEGHALAYA,20,31,25.42,6.5,9,7.65,6.8,8.2,7.41,40,78,54.75,0.8,2.4,1.42,0.4,6.44,3.01,1.8,19,8.98,17,42,25.75
1727,LAXMI NARAYAN BARI PALACE COMPOUND,TRIPURA,26,29.5,27.7,6.4,6.8,6.57,7.62,7.81,7.75,222,250,238.6,2.8,3.6,3.16,0.62,1.34,0.92,320,460,372,440,520,476
