STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Min,TEMPERATURE in degree Centigrade] - Max,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Min,D.O. (mg/l) [> 4 mg/l] - Max,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Min,pH [6.5-8.5] - Max,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Min,CONDUCTIVITY (µmhos/cm)] - Max,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Min,B.O.D. (mg/l) [< 3 mg/l] - Max,B.O.D. (mg/l) [< 3 mg/l] - Mean,NITRATE- N+ NITRITE-N (mg/l)] - Min,NITRATE- N+ NITRITE-N (mg/l)] - Max,NITRATE- N+ NITRITE-N (mg/l)] - Mean,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Min,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Max,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Mean,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Min,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Max,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Mean
1393,DAMANGANGA AT D/S OF MADHUBAN,DAMAN & DIU,29,32,31,6.5,7.6,7.13,7.2,8.3,7.75,113,173,150.5,8,8,8,0,0.3,0.08,NA,NA,NA,NA,NA,NA
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,23,32,28.17,7,7.5,7.24,7.1,8.2,7.39,280,344,318.83,0.6,0.9,0.68,0.03,0.48,0.18,3,9,4.92,7,20,10.25
1865,RIVER DHADAR AT KOTHADA,GUJARAT,27,27,27,6.2,6.2,6.2,8.38,8.38,8.38,894,894,894,9,9,9,0.38,0.38,0.38,140,140,140,350,350,350
1434,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,GUJARAT,28,33,30.25,1.25,3.1,2.18,7.53,8.45,7.98,150,5000,1835.25,6,43,17.93,0.25,1.49,0.86,110,30000,10477.5,110,90000,25477.5
1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT,28,33,30.5,0,5.91,1.99,7.32,8.3,7.74,1380,5860,3164.58,3.5,72.1,32.31,0.12,12.88,3.44,140,90000,11498.3,140,90000,15173.3
1149,KOLAK AT PATALIA BDG,GUJARAT,29,29,29,0,4.8,2.4,7.3,7.8,7.55,1000,2000,1500,6.1,6.2,6.15,0.11,2.5,1.31,3,3,3,11,15,13
