STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Min,TEMPERATURE in degree Centigrade] - Max,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Min,D.O. (mg/l) [> 4 mg/l] - Max,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Min,pH [6.5-8.5] - Max,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Min,CONDUCTIVITY (µmhos/cm)] - Max,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Min,B.O.D. (mg/l) [< 3 mg/l] - Max,B.O.D. (mg/l) [< 3 mg/l] - Mean,NITRATE- N+ NITRITE-N (mg/l)] - Min,NITRATE- N+ NITRITE-N (mg/l)] - Max,NITRATE- N+ NITRITE-N (mg/l)] - Mean,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Min,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Max,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Mean,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Min,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Max,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Mean
3073,"HASMATHPET LAKE, HASMATHPET,  RANGA REDDY",ANDHRA PRADESH,25,28,26.86,0,4.2,1.07,7.11,7.9,7.53,1253,2652,1623.44,35,92,56.25,0,24,5.7,140,900,706.67,900,1600,1483.33
3074,"BANJARA LAKE, BANJARA HILLS,  RANGA REDDY",ANDHRA PRADESH,24,31,27.83,0,1,0.25,6.9,9.9,8.02,376,955,744,10,80,43.83,0,101,19.55,110,1600,1235,1100,1600,1516.67
3075,"RANGADHAMUNI CHERUVU,  RANGA REDDY",ANDHRA PRADESH,25,30,27.25,3.2,8.5,5.19,6.7,8.43,7.6,614,1921,1260,20,121,54.89,0,13.6,3.59,110,500,335,900,1600,1416.67
3076,"AMBER CHERUVU, KUKATPALLY,  RANGA REDDY",ANDHRA PRADESH,22,29,26.17,1.8,8.1,4.97,7.2,8.06,7.54,1140,2820,1672.5,27,76,46.86,0,9.2,2.35,110,300,194,350,1200,550
3077,"KAPRA CHERUVU, KAPRA,  RANGA REDDY",ANDHRA PRADESH,20,29,26.56,3.2,7.4,4.78,6.9,8.18,7.75,1046,1858,1480.3,11,59,29.88,0,2.7,1.27,90,350,203.33,220,1600,543.33
3078,"PRAGATHINAGAR CHERUVU, KUKATPALLY,  RANGA REDDY",ANDHRA PRADESH,28,30,28.5,3.2,5.4,3.85,7.4,8.2,7.75,1153,1510,1276.25,20,52,32.75,0,2.9,1.25,170,300,235,350,1600,737.5
3084,"WADDEPALLY TANK, KAZIPET,  WARANGAL",ANDHRA PRADESH,24,32,27.3,5,7.7,6.75,7.5,8.4,7.81,402,597,512.4,1.3,52,18.7,0,1.2,0.44,110,350,190,220,1600,610
3085,"CHINNA WADDEPALLY TANK,  WARANGAL",ANDHRA PRADESH,26,35,28.82,0,4.9,2.95,7.21,8.4,7.79,34,3000,1658.36,0.52,70,20.26,0,5.6,0.93,110,900,336.67,500,1600,816.67
3086,"SAKI TANK, PATANCHERU,  RANGA REDDY",ANDHRA PRADESH,27,29,28.18,5.7,6.5,5.99,7.3,8.9,8.14,1084,2471,1562.64,2,6,4.03,3,18,5.91,25,90,38.36,170,280,206.36
1388,ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,KARNATAKA,26,33,29,7.58,8.67,8.06,7.1,8.8,7.78,373,708,506,3,21,13.75,4.1,50,17.36,500,1600,1000,140,1600,885
