STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Min,TEMPERATURE in degree Centigrade] - Max,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Min,D.O. (mg/l) [> 4 mg/l] - Max,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Min,pH [6.5-8.5] - Max,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Min,CONDUCTIVITY (µmhos/cm)] - Max,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Min,B.O.D. (mg/l) [< 3 mg/l] - Max,B.O.D. (mg/l) [< 3 mg/l] - Mean,NITRATE- N+ NITRITE-N (mg/l)] - Min,NITRATE- N+ NITRITE-N (mg/l)] - Max,NITRATE- N+ NITRITE-N (mg/l)] - Mean,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Min,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Max,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Mean,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Min,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Max,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Mean
2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,25,31,29,6.9,8.9,8.18,6.2,7.6,7.08,67.3,167,108.7,1.83,5.56,3.34,NA,NA,NA,NA,NA,NA,5,30,12
2859,"SINGDA DAM AT NAMBUL RIVER, IMPHAL WEST",MANIPUR,26,30,28.2,10,12.7,11.08,7.1,7.9,7.58,45.9,300,130.54,1,6.6,3.58,NA,NA,NA,NA,NA,NA,5,90,32
2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST",MANIPUR,25,31,28.8,4.9,8.5,7.4,6.6,7.5,7.06,69.5,181,116.24,0.19,7,2.73,NA,NA,NA,NA,NA,NA,25,85,55
2880,NAMBUL RIVER AT BISHNUPUR,MANIPUR,27,30,28,6.89,9.7,8.22,6.9,8.7,7.55,52.8,196.1,112.35,0.5,4.25,2.1,NA,NA,NA,NA,NA,NA,20,35,30.83
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,27,32,29,6.4,9.93,8.55,7,7.9,7.48,111,230,169.3,0.4,6.4,3.59,NA,NA,NA,NA,NA,NA,5,70,41
2853,"MAPITHEL DAM ON THOUBAL RIVER, DISTT. THOUBAL",MANIPUR,27,28,27.5,10.4,12.4,11.4,7.1,7.2,7.15,120,136,128,1,1,1,NA,NA,NA,NA,NA,NA,20,20,20
2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL",MANIPUR,28,30,29,8,10.2,8.93,7.3,8,7.6,160,330,220.67,1.4,2,1.67,NA,NA,NA,NA,NA,NA,20,36,30.33
2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL",MANIPUR,27,33,29.8,6.08,10.74,9.32,7.1,8.2,7.6,109,249,193.28,0.2,5.27,2.32,NA,NA,NA,NA,NA,NA,10,70,41
2870,"THOUBAL RIVER AT SHONG KONG, UKHRUL",MANIPUR,27,30,28,8.71,9.8,9.07,6.9,8,7.27,128,394,216.67,3.45,4.25,3.85,NA,NA,NA,NA,NA,NA,65,70,66.67
2871,"THOUBAL RIVER AT YONGUL KONG, UKHRUL",MANIPUR,27,29,28,5.3,10.5,7.9,6.9,7.6,7.25,90.4,172,131.2,0.4,1.2,0.8,NA,NA,NA,NA,NA,NA,35,40,37.5
2872,"THOUBAL AT LITAN, UKHRUL",MANIPUR,27,31,29,7.3,9.92,8.73,6.9,7.8,7.38,91.3,300,176.08,0.81,4.86,2.21,NA,NA,NA,NA,NA,NA,25,55,35.5
2855,"WANGJING AT HEIROK, THOUBAL",MANIPUR,27,34,30.2,6.3,10.13,8.09,7,7.7,7.34,102,342,198.6,0.2,4.27,2.25,NA,NA,NA,NA,NA,NA,5,110,56
2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL",MANIPUR,27,34,30.2,3.65,10.53,8.22,7.2,7.7,7.42,71.6,268,169.52,0.1,4.05,2.22,NA,NA,NA,NA,NA,NA,20,75,39
