STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Min,TEMPERATURE in degree Centigrade] - Max,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Min,D.O. (mg/l) [> 4 mg/l] - Max,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Min,pH [6.5-8.5] - Max,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Min,CONDUCTIVITY (µmhos/cm)] - Max,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Min,B.O.D. (mg/l) [< 3 mg/l] - Max,B.O.D. (mg/l) [< 3 mg/l] - Mean,NITRATE- N+ NITRITE-N (mg/l)] - Min,NITRATE- N+ NITRITE-N (mg/l)] - Max,NITRATE- N+ NITRITE-N (mg/l)] - Mean,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Min,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Max,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Mean,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Min,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Max,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Mean
2719,"WARDHA RIVER AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR.",MAHARASHTRA,10,26,18.42,3.1,6,4.75,7.32,8.9,8.15,366,1652,1055,4.8,15,7.93,1.17,11.67,4.94,26,140,80.5,80,220,145.83
2720,"WARDHA RIVER AT U/S OF ERAI RIVER, HADASTI, CHANDRAPUR.",MAHARASHTRA,16,26,19.42,3.2,6.5,5.12,7.56,8.76,8.17,345,1599,921.17,4,9.1,6.64,1.17,11.59,4.78,14,110,52.5,30,130,90
2721,"WARDHA RIVER AT U/S OF ACC GHUGGUS, CHANDRAPUR.",MAHARASHTRA,18,26,19.08,4.8,7,5.77,7.78,8.79,8.28,392,1571,769.71,3.6,8.6,5.41,0.38,9.8,2.8,22,70,41.33,60,170,95.83
2174,WARDHA RIVER D/S OF ACC GHUGGUS.,MAHARASHTRA,18,28,20.08,3.7,6.67,5.08,7.69,8.93,8.24,404,1581,859.15,4.6,31,8.55,0.49,9.67,3.96,26,500,133.83,110,280,173.33
2156,WARDHA AT CONFL. POINT OF PENGANGA & WARDHA AT JUAD.,MAHARASHTRA,9,23,19.08,5.03,6.2,5.49,7.63,9.03,8.15,349,1595,753.83,4,8.2,5.69,0.62,9.86,3.73,30,90,57.17,50,300,121.67
1212,WARDHA AT RAJURA BRIDGE,MAHARASHTRA,18,24,18.5,5.05,6.46,5.54,7.33,8.84,8.16,465,3013,1106.25,4.8,17,6.85,0.73,22.14,6.04,26,140,77.17,70,280,163.33
1213,WAINGANGA AT BALAGHAT,MADHYA PRADESH,19,26,23.33,2,7.8,7.02,6.5,7.69,6.85,255,642,394.67,1.2,40,5.01,0.16,25,2.41,NA,NA,NA,7,240,69.83
1214,WAINGANGA AT CHINDWARA,MADHYA PRADESH,20,26,23,6.8,7.8,7.38,7.19,7.81,7.47,270,474,382.92,1.3,3.8,2.12,0,1.1,0.53,6,6,6,6,75,31
3330,"WAINGANGA AT CHHAPARA, NR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,4,24,19.43,7.3,7.8,7.53,7.25,7.64,7.47,310,386,335.43,1,7.8,2.89,0.36,1.2,0.71,NA,NA,NA,7,150,41.71
3331,"WAINGANGA AT CHHAPARA, NR RD BRIDGE AFTER MIXING MOTI & CHAMARIYA NALLA, JABALPUR",MADHYA PRADESH,23,26,24.5,7.3,7.6,7.45,7.6,7.93,7.77,396,722,559,1.6,2.8,2.2,0.64,0.8,0.72,NA,NA,NA,11,75,43
1910,WAINGANGA A/C WITH KANHAN,MAHARASHTRA,18,24,19.67,4.18,6.4,5.33,7.39,8.95,8.22,359,891,639.5,4,20.6,8.73,0.3,15.3,3.23,50,170,96.67,110,350,199.17
2173,WAINGANGA RIVER U/S OF ELLORA PAPER MILL.,MAHARASHTRA,18,27,23.08,4.18,6.53,5.52,7.51,8.96,8.27,306,561,436,4.4,10,6.63,0.29,3.32,1.26,20,130,63.33,20,280,117.5
2172,WAINGANGA RIVER D/S OF ELLORA PAPER MILL.,MAHARASHTRA,16,27,22.92,2.94,6.15,4.95,7.85,8.98,8.34,304,595,473.5,5,12.2,8.19,0.37,8.57,2.34,30,280,92.5,90,500,181.67
2175,"WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",MAHARASHTRA,10,23,18.58,4.29,6.55,5.56,7.35,8.94,8.27,382,1289,662.8,4,9.8,5.82,0.62,9.83,3.47,33,130,81.92,60,280,162.5
2176,"WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",MAHARASHTRA,18,23,19.25,3.36,6.2,4.84,7.44,8.98,8.33,494,1821,883,4.2,12.4,8.03,0.56,10.27,5.02,50,240,121.67,140,500,243.33
11,WAINGANGA AT ASHTI,MAHARASHTRA,18,24,20.08,4.79,6.89,5.89,7.27,8.86,8.14,344,1586,728.17,4.2,8.8,5.56,0.58,12,5.04,22,220,81,80,280,153.33
1908,KOLAR B/C/ TO KANHAN AT KAMPTEE,MAHARASHTRA,20,26,22,5,6,5,8,9,8,381,871,640,4,10,6,0,7,2,26,350,121,70,900,268
3312,"KANHAN AT CHINDWARA BEFORE MIXING BOREGAON GROWTH CENTRE NALLA, JABALPUR",MADHYA PRADESH,20,27,24.25,6.8,7.9,7.49,7.21,7.65,7.43,324,572,445,1.2,2.9,2.08,0.17,0.94,0.6,NA,NA,NA,7,240,58.86
1909,KANHAN D/S OF NAGPUR,MAHARASHTRA,18,22,20,4.6,5.7,5.18,7.33,8.95,8.1,427,1040,696.67,5.4,9.6,7.07,0.32,12.1,3.75,22,130,70.17,70,350,177.5
2170,"KANHAN RIVER U/S OF M/S VIDHARBHA PAPER MILL, SINORA.",MAHARASHTRA,20,29,22.42,3.64,5.95,5.39,7.77,8.73,8.33,440,735,549.06,4,16,6.32,0.28,4.6,2.21,22,90,54.33,22,140,81
2171,"KANHAN RIVER D/S OF M/S VIDHARBHA PAPER MILL, SINORA.",MAHARASHTRA,20,29,23.42,2.94,5.59,4.82,7.69,8.71,8.34,481,789,626.82,4.6,22,8.03,0,4.12,2.18,50,170,100.91,27,220,125.18
1913,PURNA AT DHUPESHWAR,MAHARASHTRA,20,25,20.58,3.9,6,5.18,7.74,8.84,8.28,434,1270,709,5,14,8.16,0.17,10.99,2.44,70,240,167.5,70,500,330
2700,"PURNA NR ACHALPUR-AMRAVATI ROAD BRIDGE, ASEGAON, CHANDUR BAZAR, AMRAVATI",MAHARASHTRA,20,20,20,4,6,5,8,9,9,465,1239,785,7,22,13,3,8,5,110,300,205,170,900,435
1315,"NIRA AT PULGAON COTTON MILL, WARDHA",MAHARASHTRA,18,23,19,3.48,6.34,4.93,7.65,8.96,8.28,425,907,539.17,5,14.6,8.99,0.34,4.62,1.78,30,170,85,70,500,199.17
2372,"KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM",ANDHRA PRADESH,18,20,19.82,4.4,7.5,6.35,7.09,7.88,7.49,368,569,477.46,0.5,0.7,0.61,0.18,0.95,0.53,2,6,4.18,110,1700,1291.82
2373,"SABARI AT KUNAVARAM, KHAMMAM",ANDHRA PRADESH,18,21,19.91,5.7,7.5,6.95,6.81,7.66,7.21,49,157,97.45,0.5,0.5,0.5,0,0.18,0.03,2,2,2,200,200,200
2657,"BINDUSARA RIVER AT BEED NEAR INTAKE WATER PUMP HOUSE AT DAM, PALIGAON, BEED",MAHARASHTRA,25,35,28.9,5,7,6.59,7.6,8.6,8.17,547.4,1126,816.85,2.6,8,4.35,0,2.89,0.59,2,4,2.2,60,170,100
2660,"DARNA RIVER AT CHEHEDI PUMPING STATION, NASHIK.",MAHARASHTRA,22,28,24.73,3,6.7,5.83,7.01,8.24,7.48,153.9,520,270.28,3,8,4.21,0.11,23.68,4.59,9,90,23.58,26,280,74.67
2661,"DARNA RIVER AT ASWALI ( DARNA DAM), IGATPURI, NASHIK",MAHARASHTRA,21,25,24.42,4.2,7.3,6.4,7.05,8.29,7.56,122.2,292.1,186.71,2,5,3.23,0,5.13,1.42,9,21,15.25,23,90,51.5
2662,"DARNA AT MES SITE PUMPING STATION, BHAGUR, NASHIK.",MAHARASHTRA,21,26,25.13,4.7,7.2,6.24,7.03,8.14,7.46,85.4,456,221.9,3,4.5,3.46,0.01,10.39,2.4,7,23,13.25,21,70,36.08
2663,"DARNAAT BHAGUR PUMPING STATION NEAR PANDHURLI BRIDGE, BHAGUR, NASHIK.",MAHARASHTRA,21,26,24.29,5,7.2,6.4,7.08,7.77,7.46,123.4,457.1,255.61,3,4,3.42,0.01,9.34,2.83,11,22,13.67,23,60,34.67
2664,"DARNA AT SANSARI, NASHIK.",MAHARASHTRA,24,26,24.75,4.9,6.4,6.03,6.84,7.84,7.38,96.9,466.8,251.1,2.5,5,3.67,0.05,8.98,3.65,9,23,14.58,26,90,45.83
2697,"PENGANGA NR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL",MAHARASHTRA,10,23,18.92,4.94,7.38,5.69,7.43,9.1,8.22,347,1462,908.17,3.9,9,5.79,0.44,11.58,5.42,6,50,28.75,17,140,69.75
2698,"PENGANGA RIVER D/S OF ISAPUR DAM, ISAPUR, PUSAD, YAVATMAL",MAHARASHTRA,11,28,19.42,4.78,6.49,5.57,7.45,9.13,8.17,316,1575,833.42,4,8.7,5.48,0.49,9.84,2.81,17,80,34.75,11,220,75.92
2699,"PENGANGA AT MEHKAR-BULDANA ROAD BRIDGE, MEHKAR, BULDANA",MAHARASHTRA,20,22,21.14,3,6.16,4.44,7.51,8.72,8.26,576,1484,939.88,5.8,12.6,9.79,0.4,4.4,2.91,50,170,95,80,300,173.75
2722,"WENA RIVER  AT U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE, HINGANGHAT",MAHARASHTRA,18,23,18.83,4.1,6.7,5.55,7.75,8.82,8.43,409,725,540.5,4.2,7.8,6.17,0.12,5.77,2.07,30,130,61.42,60,240,110.83
2723,"WENA RIVER AT D/S OF MOHATA MILLS, NR RD BRG ON HINGANGHAT-WADNER ROAD",MAHARASHTRA,18,20,18.91,3.55,5.9,4.83,7.49,8.77,8.2,489,876,643.33,5.6,18.6,9.34,0.25,7.58,2.31,40,220,102.5,90,350,192.5
