STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Mean,Safe?,lat,lng,Unsafe Parameters
1252.0,GIRNA AT JALGAON,MAHARASHTRA,34.15,5.84,7.46,979.84,4.15,Unsafe,,,"['DO', 'BOD']"
1907.0,RANGAVALI D/S OF NAVAPUR,MAHARASHTRA,23.11,5.78,7.81,585.07,5.05,Unsafe,,,"['DO', 'BOD']"
2155.0,"PURNA RIVER A/C OF MORNA, NANDURA VILLAGE",MAHARASHTRA,21.0,5.0,8.0,704.0,11.0,Unsafe,,,"['DO', 'BOD']"
2652.0,"AMRAVATI RIVER D/S OF DONDAICHA, DHULE",MAHARASHTRA,22.5,5.24,7.82,511.8,5.81,Unsafe,,,"['DO', 'BOD']"
2658.0,"BORI D/S OF AMALNER, JALGAON",MAHARASHTRA,34.88,6.38,7.78,811.0,3.55,Unsafe,,,['BOD']
2659.0,"BURAI RIVER BEFORE CONFLUECE TO TAPI RIVER, MUKUDAS, DHULE",MAHARASHTRA,21.6,5.45,7.58,259.17,4.92,Unsafe,,,"['DO', 'BOD']"
2666.0,"GOMAI RIVER, D/S. OF SHAHADA, DHULE.",MAHARASHTRA,22.42,5.04,7.68,255.61,5.71,Unsafe,,,"['DO', 'BOD']"
2667.0,"HIWARA RIVER, D/S OF PACHORA., JALGAON",MAHARASHTRA,33.47,6.03,7.66,816.0,3.83,Unsafe,,,['BOD']
2674.0,"MOR RIVER, NEAR PADALSHE VILLAGE, JALGAON.",MAHARASHTRA,33.53,6.4,8.02,801.0,3.5,Unsafe,,,['BOD']
2675.0,MORNA RIVER AT D/S OF RAILWAY BRIDGE AT AKOLA.,MAHARASHTRA,22.0,3.84,8.21,855.8,17.56,Unsafe,,,"['DO', 'BOD']"
2684.0,"PANZARA RIVER, NEAR PANZARAKAN SSK LTD., DHULE.",MAHARASHTRA,22.43,5.79,7.9,537.17,4.43,Unsafe,,,"['DO', 'BOD']"
2695.0,"PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI",MAHARASHTRA,22.08,4.52,8.34,1387.17,9.42,Unsafe,,,"['DO', 'BOD']"
2710.0,"TITUR RIVER, D/S OF CHALISGAON, JALGOAN.",MAHARASHTRA,33.67,6.37,8.1,3123.67,3.83,Unsafe,,,"['EC', 'BOD']"
2718.0,"WAGHUR RIVER, AT- SAKEGAON BEFORE, CONFLUENCE WITH TAPI RIVER, JALGAON.",MAHARASHTRA,34.13,6.33,8.09,907.33,3.67,Unsafe,,,['BOD']
2195.0,"NIRA RIVER AT D/S OF JUBILANT ORGANOSIS, PUNE.",MAHARASHTRA,27.67,4.75,8.03,351.34,8.21,Unsafe,,,"['DO', 'BOD']"
2682.0,"NIRA RIVER AT U/S OF JUBILANT ORGANOSIS, BARAMATI, PUNE.",MAHARASHTRA,27.42,5.34,8.06,256.02,6.29,Unsafe,,,"['DO', 'BOD']"
1463.0,NIRA AT SAROLE BDG.ON PUNE-BANGLORE HIGHWAY,MAHARASHTRA,26.25,5.51,7.95,247.85,6.13,Unsafe,,,"['DO', 'BOD']"
2681.0,"NIRA RIVER AT SANGAVI, PHALTAN, SATARA",MAHARASHTRA,24.54,3.99,7.99,1796.42,9.03,Unsafe,,,"['EC', 'DO', 'BOD']"
2683.0,"NIRA RIVER AT SHINDEWADI, SHIRVAL, KHANDALA, SATARA",MAHARASHTRA,24.4,5.28,8.01,227.56,6.22,Unsafe,,,"['DO', 'BOD']"
2186.0,"VENNA RIVER AT VARYE, SATARA.",MAHARASHTRA,20.83,4.95,7.78,317.7,7.13,Unsafe,,,"['DO', 'BOD']"
2716.0,"VENNA RIVER AT MAHABALESHWAR, SATARA",MAHARASHTRA,20.61,5.54,7.95,134.3,5.07,Unsafe,,,"['DO', 'BOD']"
2717.0,"VENNA RIVER AT MAHULI, SATARA.",MAHARASHTRA,21.21,4.69,7.93,378.74,7.54,Unsafe,,,"['DO', 'BOD']"
2189.0,KOYNA RIVER AT KARAD.,MAHARASHTRA,23.08,5.51,7.94,184.57,5.9,Unsafe,,,"['DO', 'BOD']"
2194.0,MULA RIVER AT HARRISON BDG NEAR MULA- PAWANA SANGAM.,MAHARASHTRA,27.0,1.71,7.79,428.76,13.1,Unsafe,,,"['DO', 'BOD']"
2193.0,"MULA RIVER AT AUNDH BRIDGE, AUNDGAON.",MAHARASHTRA,27.17,3.15,7.78,435.8,10.19,Unsafe,,,"['DO', 'BOD']"
2192.0,MULA-MUTHA  RIVER AT MUNDHAWA BRIDGE.,MAHARASHTRA,27.25,1.71,7.8,395.13,13.7,Unsafe,,,"['DO', 'BOD']"
2677.0,"MULA-MUTHA RIVER AT D/S OF THEUR, HAWELI, PUNE",MAHARASHTRA,25.75,2.54,7.91,427.84,11.64,Unsafe,,,"['DO', 'BOD']"
2191.0,MUTHA RIVER AT SANGAM BRIDGE NEAR GANAPATHY GHAT.,MAHARASHTRA,27.5,1.3,7.8,364.0,15.73,Unsafe,,,"['DO', 'BOD']"
2678.0,"MUTHA RIVER NEAR VEER SAVARKAR BHAVAN, PUNE.",MAHARASHTRA,27.42,1.2,7.75,370.51,15.14,Unsafe,,,"['DO', 'BOD']"
2679.0,"MUTHA RIVER AT DECCAN BRIDGE, PUNE.",MAHARASHTRA,27.58,1.16,7.83,355.59,15.87,Unsafe,,,"['DO', 'BOD']"
2680.0,"MUTHAAT KHADAKVASLA DAM, KHADAKVASLA, HAWELI, PUNE.",MAHARASHTRA,25.5,6.1,8.05,124.88,3.55,Unsafe,,,['BOD']
2196.0,"PAWANA RIVER AT SANGAVIGAON, PUNE.",MAHARASHTRA,27.25,1.67,7.77,429.98,13.46,Unsafe,,,"['DO', 'BOD']"
2690.0,"PAWNA RIVER AT KASARWADI, HAWELI, PUNE.",MAHARASHTRA,27.33,1.85,7.69,400.23,14.91,Unsafe,,,"['DO', 'BOD']"
2691.0,"PAWNA AT DAPODI BRIDGE, AT PAWANA- MULLA SANGAM,PUNE.",MAHARASHTRA,26.92,1.42,7.72,440.88,12.83,Unsafe,,,"['DO', 'BOD']"
2692.0,"PAWNA AT RAVET WEIR, PUNE.",MAHARASHTRA,26.83,5.91,7.81,175.68,3.91,Unsafe,,,"['DO', 'BOD']"
2693.0,"PAWNA AT CHINCHWADGAON, PUNE.",MAHARASHTRA,27.33,3.26,7.78,245.27,9.68,Unsafe,,,"['DO', 'BOD']"
2694.0,"PAWNA RIVER AT PIMPRIGAON, PUNE.",MAHARASHTRA,27.5,2.09,7.72,402.13,14.4,Unsafe,,,"['DO', 'BOD']"
2197.0,"INDRAYANI RIVER AT D/S OF ALANDIGAON, PUNE",MAHARASHTRA,25.17,4.28,7.85,393.28,8.7,Unsafe,,,"['DO', 'BOD']"
2668.0,"INDRAYANI RIVER AT D/S OF MOSHIGAON, HAWELI, PUNE",MAHARASHTRA,25.09,3.79,7.89,349.45,9.24,Unsafe,,,"['DO', 'BOD']"
2669.0,"INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE.",MAHARASHTRA,25.08,4.23,7.88,366.51,8.15,Unsafe,,,"['DO', 'BOD']"
1911.0,CHANDRABHAGA U/S OF PANDHARPUR TOWN,MAHARASHTRA,35.67,5.48,7.93,914.72,6.32,Unsafe,,,"['DO', 'BOD']"
1912.0,CHANDRABHAGA D/S OF PANDHARPUR TOWN,MAHARASHTRA,35.17,5.1,8.0,956.13,7.73,Unsafe,,,"['DO', 'BOD']"
2665.0,"GHOD RIVER AT SHIRUR, PUNE.",MAHARASHTRA,26.13,5.03,8.01,632.51,6.7,Unsafe,,,"['DO', 'BOD']"
2705.0,"SINA RIVER NEAR LABOTI TOLL NAKA, LABOTI, MOHAL, SOLAPUR",MAHARASHTRA,30.42,5.2,7.87,1124.58,7.57,Unsafe,,,"['DO', 'BOD']"
2711.0,"URMODI AT NAGTHANE, SATARA.",MAHARASHTRA,22.89,4.76,7.89,253.68,7.61,Unsafe,,,"['DO', 'BOD']"
1311.0,PANCHAGANGA AT ICHALKARANJI,MAHARASHTRA,27.25,6.29,7.46,549.03,3.75,Unsafe,,,['BOD']
2163.0,PANCHAGANGA RIVER AT SHIROL NEAR SHIROL INTAKE WELL.,MAHARASHTRA,27.33,6.3,7.52,654.23,3.58,Unsafe,,,['BOD']
1904.0,PANCHAGANGA U/S OF KOLHAPUR TOWN,MAHARASHTRA,25.92,6.47,7.52,330.53,3.03,Unsafe,,,['BOD']
1905.0,PANCHAGANGA D/S OF KOLHAPUR TOWN,MAHARASHTRA,26.25,6.16,7.34,256.33,3.79,Unsafe,,,['BOD']
1189.0,BHIMA AT PUNE U/S VITHALWADI,MAHARASHTRA,27.58,2.4,7.88,374.09,10.84,Unsafe,,,"['DO', 'BOD']"
2655.0,"BHIMA AT KOREGAON NEAR KOREGAON BDG, SHIRUR, PUNE",MAHARASHTRA,25.75,3.96,7.88,414.35,8.86,Unsafe,,,"['DO', 'BOD']"
2656.0,"BHIMA RIVER-BACKWATER OF UJANI DAM NEAR RAW WATER PUMP HOUSE, KUMBARGAON, INDAPUR, PUNE",MAHARASHTRA,27.75,5.01,7.95,627.13,6.82,Unsafe,,,"['DO', 'BOD']"
1190.0,"BHIMA AT PUNE, D/S OF BUNDGARDEN",MAHARASHTRA,27.17,1.73,7.81,375.52,14.18,Unsafe,,,"['DO', 'BOD']"
1191.0,BHIMA AT PARGAON (A/CWITH MULE MARTHA),MAHARASHTRA,27.42,3.66,7.78,630.57,9.6,Unsafe,,,"['DO', 'BOD']"
1192.0,BHIMA AFTER CONF. WITH DAUNT,MAHARASHTRA,27.33,4.27,7.9,676.02,8.56,Unsafe,,,"['DO', 'BOD']"
1188.0,"BHIMA AT NARSINGHPUR,(D/S AF.CONFL.WITH R.NIRA)",MAHARASHTRA,33.5,5.45,7.97,785.44,6.3,Unsafe,,,"['DO', 'BOD']"
28.0,BHIMA AT TAKLI,MAHARASHTRA,27.0,5.22,7.84,1711.18,7.33,Unsafe,,,"['EC', 'DO', 'BOD']"
